state,state.po,county,FIPS,candidatevotesR,totalvotes,fracvotesR,partywonR
Alabama,AL,Autauga,1001,18172,24973,0.727665879,1
Alabama,AL,Baldwin,1003,72883,95215,0.765457123,1
Alabama,AL,Barbour,1005,5454,10469,0.520966663,1
Alabama,AL,Bibb,1007,6738,8819,0.764032203,1
Alabama,AL,Blount,1009,22859,25588,0.893348445,1
Alabama,AL,Bullock,1011,1140,4710,0.242038217,0
Alabama,AL,Butler,1013,4901,8732,0.561268896,1
Alabama,AL,Calhoun,1015,32865,47864,0.68663296,1
Alabama,AL,Chambers,1017,7843,13900,0.564244604,1
Alabama,AL,Cherokee,1019,8953,10733,0.83415634,1
Alabama,AL,Chilton,1021,15081,18369,0.821002776,1
Alabama,AL,Choctaw,1023,4106,7292,0.56308283,1
Alabama,AL,Clarke,1025,7140,13031,0.547924181,1
Alabama,AL,Clay,1027,5245,6624,0.791817633,1
Alabama,AL,Cleburne,1029,5764,6593,0.874260579,1
Alabama,AL,Coffee,1031,15875,20767,0.764433958,1
Alabama,AL,Colbert,1033,16746,24915,0.672125226,1
Alabama,AL,Conecuh,1035,3420,6585,0.519362187,1
Alabama,AL,Coosa,1037,3381,5252,0.64375476,1
Alabama,AL,Covington,1039,13267,15940,0.832308657,1
Alabama,AL,Crenshaw,1041,4513,6267,0.72012127,1
Alabama,AL,Cullman,1043,32989,37873,0.871042695,1
Alabama,AL,Dale,1045,13808,18749,0.736465945,1
Alabama,AL,Dallas,1047,5789,18792,0.30805662,0
Alabama,AL,DeKalb,1049,21405,25826,0.828815922,1
Alabama,AL,Elmore,1051,27634,37260,0.741653247,1
Alabama,AL,Escambia,1053,9935,14845,0.669248905,1
Alabama,AL,Etowah,1055,32353,44164,0.732564985,1
Alabama,AL,Fayette,1057,6712,8249,0.813674385,1
Alabama,AL,Franklin,1059,9466,12040,0.786212625,1
Alabama,AL,Geneva,1061,9994,11758,0.849974485,1
Alabama,AL,Greene,1063,838,4880,0.171721311,0
Alabama,AL,Hale,1065,3173,8040,0.394651741,0
Alabama,AL,Henry,1067,5632,8072,0.697720515,1
Alabama,AL,Houston,1069,30728,42639,0.7206548,1
Alabama,AL,Jackson,1071,16672,20984,0.794510103,1
Alabama,AL,Jefferson,1073,134768,304191,0.443037434,0
Alabama,AL,Lamar,1075,5823,6966,0.835917313,1
Alabama,AL,Lauderdale,1077,27899,39525,0.705857052,1
Alabama,AL,Lawrence,1079,10833,14829,0.730528019,1
Alabama,AL,Lee,1081,34617,59191,0.584835532,1
Alabama,AL,Limestone,1083,29067,40294,0.721372909,1
Alabama,AL,Lowndes,1085,1751,6684,0.261968881,0
Alabama,AL,Macon,1087,1431,9140,0.156564551,0
Alabama,AL,Madison,1089,89520,163389,0.547894901,1
Alabama,AL,Marengo,1091,5233,10994,0.475986902,0
Alabama,AL,Marion,1093,11274,12984,0.868299445,1
Alabama,AL,Marshall,1095,29233,35316,0.827755125,1
Alabama,AL,Mobile,1097,95116,172737,0.550640569,1
Alabama,AL,Monroe,1099,5795,10271,0.564209911,1
Alabama,AL,Montgomery,1101,34003,95878,0.354648616,0
Alabama,AL,Morgan,1103,37486,50644,0.740186399,1
Alabama,AL,Perry,1105,1407,5278,0.266578249,0
